keywords_wcs,papers_wcs,authors_wcs,institutions_wcs
0.2965333051273237,0.0,0.0,0.4912043301759134
0.25977734881138115,0.0,0.0583756345177665,0.4803788903924222
0.35150858079699604,0.0,0.0,0.7672530446549392
0.018801068302615225,0.0,0.0,0.5723951285520974
0.17838538223550254,0.0,0.0,0.5818673883626523
0.18184943279477483,0.0,0.0,0.5940460081190798
0.2611788349155142,0.0,0.0,0.7537212449255751
0.01319512388608298,0.0,0.0,0.5791610284167794
0.10545521855250284,0.0,0.0,0.7658998646820027
0.018801068302615225,0.0,0.05964467005076142,0.8240866035182679
0.06980987386625062,0.0,0.0,0.8254397834912043
0.11865034243858583,0.0,0.04885786802030457,0.6671177266576455
0.08665415024988761,0.0,0.0,0.42625169147496617
0.13517730121373986,0.0,0.0,0.41136671177266576
0.2744532882037179,0.0,0.0,0.577807848443843
0.33088293624560383,0.0,0.0,0.510148849797023
0.1065129439141127,0.0,0.08819796954314721,0.5548037889039242
0.27857841711399633,0.0,0.0,0.7658998646820027
0.03865986196684031,0.0,0.108502538071066,0.4979702300405954
0.1981648464976069,0.0,0.0,0.4370771312584574
0.16638019938123066,0.0,0.0583756345177665,0.7225981055480379
0.11865034243858583,0.0,0.0,0.7537212449255751
0.059867255467117964,0.0,0.0,0.5805142083897158
0.0319961921886982,0.0,0.0,0.6874154262516915
0.0551074913398736,0.0,0.1935279187817259,0.7658998646820027
0.11962873839807495,0.0,0.0,0.5737483085250338
0.24904143639104107,0.0,0.0,0.7550744248985115
0.08665415024988761,0.0,0.0,0.7672530446549392
0.3496840045482191,0.0,0.0,0.5548037889039242
0.26310918370045216,0.0,0.0,0.7604871447902571
0.10545521855250284,0.0,0.0,0.4803788903924222
0.20792236295845784,0.0,0.04568527918781726,0.35047361299052776
0.2442287859957162,0.0,0.0,0.7686062246278755
0.035328027077769254,0.0,0.0,0.8497970230040596
0.2442287859957162,0.0,0.06662436548223351,0.9377537212449256
0.08665415024988761,0.0,0.0,0.5832205683355887
0.14184097099188195,0.0,0.0,0.6549391069012178
0.18327736203294814,0.0,0.0,0.5615696887686062
0.1929819922257186,0.0,0.0,0.8159675236806495
0.1596900864690483,0.0,0.0,0.9174560216508796
0.12917470978660392,0.09971480953350988,0.0,0.5737483085250338
0.12126821270857022,0.0,0.04187817258883249,0.7577807848443843
0.2432503900362271,0.0,0.0,0.9066305818673883
0.13842980670069016,0.0,0.0,0.7415426251691475
0.3329719438347833,0.0,0.0,0.8484438430311232
0.26829203797234047,0.0,0.0,0.40866035182679294
0.018801068302615225,0.0,0.0,0.8159675236806495
0.30174260253325225,0.0,0.0,0.6738836265223275
0.29439141127006374,0.0,0.0,0.5047361299052774
0.17656080598672555,0.0,0.0,0.6617050067658998
0.1577597376841103,0.0,0.0,0.6630581867388363
0.25705370600523575,0.0,0.0,0.6725304465493911
0.2880979453684851,0.0,0.0,0.6495263870094723
0.08665415024988761,0.0,0.0,0.7388362652232747
0.25922204299653595,0.0,0.0,0.4736129905277402
0.10545521855250284,0.0938582195966592,0.0,0.9066305818673883
0.08665415024988761,0.0,0.0,0.4208389715832206
0.25977734881138115,0.0,0.0,0.8132611637347767
0.018801068302615225,0.0,0.0,0.5615696887686062
0.0,0.0,0.0,0.7388362652232747
0.12126821270857022,0.1166734569158688,0.0,0.577807848443843
0.1671999365364783,0.0,0.0,0.38971583220568334
0.29439141127006374,0.0,0.0,0.8700947225981055
0.13795383028796573,0.0,0.0,0.6549391069012178
0.0,0.0,0.0,0.7686062246278755
0.1731231985614935,0.0,0.0,0.7564276048714479
0.08665415024988761,0.0,0.0,0.7388362652232747
0.0319961921886982,0.0,0.0,0.43437077131258456
0.23299045402861146,0.0,0.0,0.9161028416779432
0.25922204299653595,0.0,0.0,0.8349120433017592
0.0,0.0,0.048223350253807105,0.8186738836265224
0.1577597376841103,0.0,0.0,0.6684709066305818
0.1065129439141127,0.0,0.0,0.6481732070365359
0.4409128169870693,0.0,0.108502538071066,0.93234100135318
0.20845122563926277,0.09971480953350988,0.0,0.6887686062246279
0.0,0.0,0.0,0.489851150202977
0.23394240685406034,0.0,0.0,0.8565629228687416
0.3130338207684375,0.0,0.07550761421319797,0.5155615696887687
0.38104556151995134,0.0,0.0,0.5209742895805142
0.25977734881138115,0.0,0.0,0.510148849797023
0.14509347647883228,0.0,0.0583756345177665,0.7658998646820027
0.035328027077769254,0.0,0.0,0.6657645466847091
0.08665415024988761,0.0,0.0,0.8443843031123139
0.10545521855250284,0.0,0.0,0.8064952638700947
0.20609778670968082,0.0,0.0,0.6833558863328822
0.10545521855250284,0.0,0.0,0.774018944519621
0.14104767697067455,0.0,0.0,0.7618403247631935
0.08665415024988761,0.0,0.0,0.8389715832205683
0.12198217732765687,0.0,0.0,0.6887686062246279
0.3309358225136843,0.0,0.0,0.7604871447902571
0.0711055874342227,0.0,0.03934010152284264,0.8552097428958051
0.12341010656583018,0.0,0.0,0.564276048714479
0.01319512388608298,0.0,0.0,0.8998646820027063
0.1587116905095592,0.0,0.0,0.44248985115020295
0.24708464447206283,0.0,0.05964467005076142,0.35047361299052776
0.25977734881138115,0.0,0.0,0.5994587280108254
0.35150858079699604,0.0,0.0,0.7334235453315291
0.19121030224502208,0.0,0.04314720812182741,0.7537212449255751
0.14742047227437396,0.0,0.05964467005076142,0.7050067658998647
0.15675489859058095,0.0,0.0,0.8227334235453315
